frame,points,total,diff
1193,0,4,4
1194,0,10,10
1195,0,12,12
1196,49,50,1
1197,49,50,1
1198,48,50,2
1199,48,50,2
1200,48,50,2
1201,48,50,2
1202,47,50,3
1203,46,50,4
1204,0,50,50
1205,0,43,43
1206,0,17,17
1207,0,15,15
1208,0,21,21
1209,0,14,14
1210,0,9,9
1211,0,8,8
1212,0,14,14
1213,44,45,1
1214,44,45,1
1215,44,45,1
1216,45,45,0
1217,45,45,0
1218,44,45,1
1219,42,45,3
1220,41,45,4
1221,37,45,8
1222,34,45,11
1223,0,45,45
1224,0,31,31
1225,0,16,16
1226,0,8,8
1227,0,11,11
1228,0,11,11
1229,0,11,11
1230,1,19,18
1231,49,50,1
1232,49,50,1
1233,47,50,3
1234,46,50,4
1235,50,50,0
1236,50,50,0
1237,48,50,2
1238,47,50,3
1239,31,50,19
1240,4,50,46
1241,0,51,51
1242,0,19,19
1243,0,12,12
1244,0,11,11
1245,0,12,12
1246,0,8,8
1247,0,9,9
1248,10,17,7
1249,10,17,7
1250,9,17,8
1251,9,17,8
1252,9,17,8
1253,9,17,8
1254,9,17,8
1255,9,17,8
1256,9,17,8
1257,11,17,6
1258,13,17,4
1259,0,17,17
1260,0,9,9
1261,0,3,3
1262,1,9,8
1263,46,46,0
1264,42,46,4
1265,36,46,10
1266,34,46,12
1267,34,46,12
1268,42,46,4
1269,44,46,2
1270,24,46,22
1271,0,46,46
1272,0,14,14
1273,0,5,5
1274,0,6,6
1275,40,46,6
1276,35,46,11
1277,30,46,16
1278,30,46,16
1279,31,46,15
1280,39,46,7
1281,28,46,18
1282,15,46,31
1283,42,47,5
1284,0,47,47
1285,0,24,24
1286,0,7,7
1287,0,5,5
1288,9,19,10
1289,52,52,0
1290,51,52,1
1291,52,52,0
1292,51,52,1
1293,51,52,1
1294,51,52,1
1295,51,52,1
1296,51,52,1
1297,46,52,6
1298,0,52,52
1299,0,7,7
1300,0,3,3
1301,27,27,0
1302,27,27,0
1303,27,27,0
1304,27,27,0
1305,27,27,0
1306,27,27,0
1307,27,27,0
1308,27,27,0
1309,26,27,1
1310,3,27,24
1311,0,20,20
1312,0,4,4
1313,0,5,5
1314,2,14,12
1315,48,48,0
1316,48,48,0
1317,48,48,0
1318,48,48,0
1319,48,48,0
1320,47,48,1
1321,48,48,0
1322,42,48,6
1323,0,48,48
1324,0,21,21
1325,0,7,7
1326,0,4,4
1327,1,8,7
1328,45,48,3
1329,45,48,3
1330,43,48,5
1331,40,48,8
1332,41,48,7
1333,41,48,7
1334,40,48,8
1335,40,48,8
1336,10,48,38
1337,0,48,48
1338,0,33,33
1339,0,3,3
1340,0,5,5
1341,21,28,7
1342,21,28,7
1343,21,28,7
1344,21,28,7
1345,21,28,7
1346,21,28,7
1347,21,28,7
1348,21,28,7
1349,1,28,27
1350,0,23,23
1351,0,12,12
1352,0,7,7
1353,0,5,5
1354,2,22,20
1355,19,45,26
1356,47,47,0
1357,46,47,1
1358,45,47,2
1359,46,47,1
1360,44,47,3
1361,44,47,3
1362,28,47,19
1363,0,47,47
1364,0,15,15
1365,0,4,4
1366,0,6,6
1367,6,17,11
1368,52,52,0
1369,49,52,3
1370,41,52,11
1371,37,52,15
1372,39,52,13
1373,35,52,17
1374,0,52,52
1375,0,28,28
1376,0,7,7
1377,0,3,3
1378,35,35,0
1379,35,35,0
1380,33,35,2
1381,34,35,1
1382,32,35,3
1383,32,35,3
1384,31,35,4
1385,26,35,9
1386,18,35,17
1387,0,35,35
1388,0,7,7
1389,0,6,6
1390,0,5,5
1391,25,33,8
1392,25,33,8
1393,25,33,8
1394,25,33,8
1395,25,33,8
1396,26,33,7
1397,26,33,7
1398,26,33,7
1399,24,33,9
1400,23,33,10
1401,23,33,10
1402,23,33,10
1403,23,33,10
1404,23,33,10
1405,23,33,10
1406,23,33,10
1407,23,33,10
1408,24,33,9
1409,22,33,11
1410,24,33,9
1411,23,33,10
1412,23,33,10
1413,24,33,9
1414,24,33,9
1415,23,33,10
1416,23,33,10
1417,23,33,10
1418,24,33,9
1419,23,33,10
1420,23,33,10
1421,23,33,10
1422,23,33,10
1423,24,33,9
1424,23,33,10
1425,24,33,9
1426,23,33,10
1427,23,33,10
1428,23,33,10
1429,22,33,11
1430,23,33,10
1431,23,33,10
1432,22,33,11
1433,22,33,11
1434,23,33,10
1435,22,33,11
1436,23,33,10
1437,24,33,9
1438,23,33,10
1439,22,33,11
1440,23,33,10
1441,23,33,10
1442,24,33,9
1443,24,33,9
1444,22,33,11
1445,23,33,10
1446,22,33,11
1447,23,33,10
1448,24,33,9
1449,22,33,11
1450,23,33,10
1451,22,33,11
1452,21,33,12
1453,23,33,10
1454,22,33,11
1455,24,33,9
1456,23,33,10
1457,22,33,11
1458,23,33,10
1459,24,33,9
1460,21,33,12
1461,23,33,10
1462,23,33,10
1463,23,33,10
1464,23,33,10
1465,23,33,10
1466,22,33,11
1467,23,33,10
1468,23,33,10
1469,23,33,10
1470,23,33,10
1471,23,33,10
1472,21,33,12
1473,22,33,11
1474,23,33,10
1475,23,33,10
1476,24,33,9
1477,21,33,12
1478,23,33,10
1479,22,33,11
1480,23,33,10
1481,23,33,10
1482,23,33,10
1483,22,33,11
1484,24,33,9
1485,23,33,10
1486,23,33,10
1487,24,33,9
1488,22,33,11
1489,23,33,10
1490,23,33,10
1491,23,33,10
1492,22,33,11
1493,23,33,10
1494,23,33,10
1495,24,33,9
1496,24,33,9
1497,24,33,9
1498,23,33,10
1499,23,33,10
1500,23,33,10
1501,23,33,10
1502,23,33,10
1503,24,33,9
1504,23,33,10
1505,23,33,10
1506,23,33,10
1507,24,33,9
1508,23,33,10
1509,23,33,10
1510,24,33,9
1511,22,33,11
1512,23,33,10
1513,23,33,10
1514,23,33,10
1515,23,33,10
1516,23,33,10
1517,23,33,10
1518,23,33,10
1519,23,33,10
1520,22,33,11
1521,24,33,9
1522,24,33,9
1523,23,33,10
1524,23,33,10
1525,23,33,10
1526,24,33,9
1527,23,33,10
1528,23,33,10
1529,24,33,9
1530,23,33,10
1531,23,33,10
1532,23,33,10
1533,24,33,9
1534,23,33,10
1535,24,33,9
1536,23,33,10
1537,23,33,10
1538,24,33,9
1539,23,33,10
1540,24,33,9
1541,23,33,10
1542,23,33,10
1543,23,33,10
