frame,points,total,diff
1418,41,42,1
1419,42,42,0
1420,41,42,1
1421,41,42,1
1422,41,42,1
1423,42,42,0
1424,42,42,0
1425,41,42,1
1426,41,42,1
1427,41,42,1
1428,41,42,1
1429,41,42,1
1430,41,42,1
1431,41,42,1
1432,41,42,1
1433,41,42,1
1434,41,42,1
1435,41,42,1
1436,42,42,0
1437,41,42,1
1438,41,42,1
1439,41,42,1
1440,42,42,0
1441,41,42,1
1442,41,42,1
1443,41,42,1
1444,41,42,1
1445,41,42,1
1446,41,42,1
1447,41,42,1
1448,41,42,1
1449,41,42,1
1450,41,42,1
1451,41,42,1
1452,42,42,0
1453,42,42,0
1454,41,42,1
1455,41,42,1
1456,41,42,1
1457,41,42,1
1458,41,42,1
1459,41,42,1
1460,41,42,1
1461,41,42,1
1462,41,42,1
1463,41,42,1
1464,41,42,1
1465,41,42,1
1466,41,42,1
1467,41,42,1
1468,41,42,1
1469,41,42,1
1470,41,42,1
1471,41,42,1
1472,41,42,1
1473,41,42,1
1474,41,42,1
1475,41,42,1
1476,41,42,1
1477,41,42,1
1478,41,42,1
1479,41,42,1
1480,41,42,1
1481,41,42,1
1482,41,42,1
1483,41,42,1
1484,41,42,1
1485,41,42,1
1486,41,42,1
1487,42,42,0
1488,41,42,1
1489,41,42,1
1490,41,42,1
1491,41,42,1
1492,42,42,0
1493,41,42,1
1494,41,42,1
1495,41,42,1
1496,41,42,1
1497,41,42,1
1498,41,42,1
1499,41,42,1
1500,41,42,1
1501,41,42,1
1502,41,42,1
1503,41,42,1
1504,41,42,1
1505,41,42,1
1506,41,42,1
1507,41,42,1
1508,41,42,1
1509,41,42,1
1510,41,42,1
1511,41,42,1
1512,42,42,0
1513,41,42,1
1514,41,42,1
1515,41,42,1
1516,41,42,1
1517,41,42,1
1518,41,42,1
1519,41,42,1
1520,41,42,1
1521,41,42,1
1522,42,42,0
1523,41,42,1
1524,41,42,1
1525,41,42,1
1526,41,42,1
1527,41,42,1
1528,41,42,1
1529,41,42,1
1530,42,42,0
1531,41,42,1
1532,41,42,1
1533,41,42,1
1534,41,42,1
1535,41,42,1
1536,41,42,1
1537,41,42,1
1538,41,42,1
1539,41,42,1
1540,41,42,1
1541,41,42,1
1542,41,42,1
1543,41,42,1
1544,41,42,1
1545,41,42,1
1546,41,42,1
1547,41,42,1
1548,41,42,1
