frame,points,total,diff
1178,23,24,1
1179,23,24,1
1180,24,24,0
1181,7,24,17
1182,0,42,42
1183,0,13,13
1184,0,6,6
1185,0,2,2
1186,0,2,2
1187,0,3,3
1188,9,10,1
1189,9,10,1
1190,9,10,1
1191,9,10,1
1192,9,10,1
1193,9,10,1
1194,6,10,4
1195,1,10,9
1196,0,35,35
1197,0,7,7
1198,0,3,3
1199,0,2,2
1200,0,1,1
1201,40,42,2
1202,42,42,0
1203,42,42,0
1204,42,42,0
1205,42,42,0
1206,0,42,42
1207,0,29,29
1208,0,6,6
1209,0,8,8
1210,0,9,9
1211,0,8,8
1212,0,2,2
1213,2,3,1
1214,2,3,1
1215,2,3,1
1216,2,3,1
1217,2,3,1
1218,2,3,1
1219,2,3,1
1220,2,3,1
1221,0,3,3
1222,0,5,5
1223,0,1,1
1224,0,4,4
1225,0,3,3
1226,0,8,8
1227,40,43,3
1228,41,43,2
1229,43,43,0
1230,43,43,0
1231,7,43,36
1232,1,43,42
1233,0,8,8
1234,0,4,4
1235,0,5,5
1236,0,7,7
1237,0,3,3
1238,1,4,3
1239,31,31,0
1240,31,31,0
1241,31,31,0
1242,31,31,0
1243,31,31,0
1244,31,31,0
1245,7,31,24
1246,0,27,27
1247,1,7,6
1248,0,7,7
1249,0,2,2
1250,0,2,2
1251,0,4,4
1252,21,22,1
1253,20,22,2
1254,20,22,2
1255,20,22,2
1256,20,22,2
1257,12,22,10
1258,0,22,22
1259,0,2,2
1260,1,6,5
1261,0,9,9
1262,0,1,1
1263,5,6,1
1264,4,6,2
1265,5,6,1
1266,5,6,1
1267,5,6,1
1268,5,6,1
1269,5,6,1
1270,0,6,6
1271,0,1,1
1272,0,5,5
1273,0,5,5
1274,0,3,3
1275,0,8,8
1276,6,15,9
1277,48,48,0
1278,48,48,0
1279,22,48,26
1280,0,43,43
1281,0,7,7
1282,0,5,5
1283,1,27,26
1284,0,21,21
1285,0,5,5
1286,0,2,2
1287,1,3,2
1288,31,33,2
1289,31,33,2
1290,25,33,8
1291,23,33,10
1292,22,33,11
1293,23,33,10
1294,2,33,31
1295,0,18,18
1296,0,1,1
1297,0,1,1
1298,0,2,2
1299,1,6,5
1300,6,31,25
1301,48,48,0
1302,48,48,0
1303,48,48,0
1304,7,48,41
1305,0,36,36
1306,0,7,7
1307,0,3,3
1308,0,3,3
1309,0,5,5
1310,0,8,8
1311,0,6,6
1312,20,20,0
1313,20,20,0
1314,19,20,1
1315,19,20,1
1316,19,20,1
1317,20,20,0
1318,0,20,20
1319,0,7,7
1320,0,1,1
1321,0,3,3
1322,0,2,2
1323,0,5,5
1324,5,15,10
1325,47,48,1
1326,48,48,0
1327,48,48,0
1328,48,48,0
1329,1,48,47
1330,0,34,34
1331,0,7,7
1332,0,3,3
1333,0,3,3
1334,0,3,3
1335,0,7,7
1336,3,5,2
1337,3,5,2
1338,3,5,2
1339,3,5,2
1340,3,5,2
1341,3,5,2
1342,3,5,2
1343,0,5,5
1344,1,5,4
1345,0,4,4
1346,0,4,4
1347,0,6,6
1348,0,7,7
1349,6,15,9
1350,39,48,9
1351,37,48,11
1352,31,48,17
1353,21,48,27
1354,48,48,0
1355,48,48,0
1356,48,48,0
1357,48,48,0
1358,0,48,48
1359,0,26,26
1360,0,3,3
1361,0,2,2
1362,1,7,6
1363,1,12,11
1364,0,7,7
1365,0,4,4
1366,24,32,8
1367,24,32,8
1368,24,32,8
1369,24,32,8
1370,24,32,8
1371,25,32,7
1372,29,32,3
1373,5,32,27
1374,0,24,24
1375,0,20,20
1376,0,6,6
1377,0,5,5
1378,0,7,7
1379,1,6,5
1380,0,5,5
1381,0,8,8
1382,0,5,5
1383,40,42,2
1384,37,42,5
1385,36,42,6
1386,36,42,6
1387,39,42,3
1388,42,42,0
1389,42,42,0
1390,42,42,0
1391,42,42,0
1392,42,42,0
1393,42,42,0
1394,42,42,0
1395,42,42,0
1396,42,42,0
1397,42,42,0
1398,42,42,0
1399,42,42,0
1400,42,42,0
1401,42,42,0
1402,42,42,0
1403,42,42,0
1404,42,42,0
1405,42,42,0
1406,42,42,0
1407,42,42,0
1408,42,42,0
1409,42,42,0
1410,42,42,0
1411,42,42,0
1412,42,42,0
1413,42,42,0
1414,42,42,0
1415,42,42,0
1416,42,42,0
1417,42,42,0
1418,42,42,0
1419,42,42,0
1420,42,42,0
1421,42,42,0
1422,42,42,0
1423,42,42,0
1424,42,42,0
1425,42,42,0
1426,42,42,0
1427,42,42,0
1428,42,42,0
1429,42,42,0
1430,42,42,0
1431,42,42,0
1432,42,42,0
1433,42,42,0
1434,42,42,0
1435,42,42,0
1436,42,42,0
1437,42,42,0
1438,42,42,0
1439,42,42,0
1440,42,42,0
1441,42,42,0
1442,42,42,0
1443,42,42,0
1444,42,42,0
1445,42,42,0
1446,42,42,0
1447,42,42,0
1448,42,42,0
1449,42,42,0
1450,42,42,0
1451,42,42,0
1452,42,42,0
1453,42,42,0
1454,42,42,0
1455,42,42,0
1456,42,42,0
1457,42,42,0
1458,42,42,0
1459,42,42,0
1460,42,42,0
1461,42,42,0
1462,42,42,0
1463,42,42,0
1464,42,42,0
1465,42,42,0
1466,42,42,0
1467,42,42,0
1468,42,42,0
1469,42,42,0
1470,42,42,0
1471,42,42,0
1472,42,42,0
1473,42,42,0
1474,42,42,0
1475,42,42,0
1476,42,42,0
1477,42,42,0
1478,42,42,0
1479,42,42,0
1480,42,42,0
1481,42,42,0
1482,42,42,0
1483,42,42,0
1484,42,42,0
1485,42,42,0
1486,42,42,0
1487,42,42,0
1488,42,42,0
1489,42,42,0
1490,42,42,0
1491,42,42,0
1492,42,42,0
1493,42,42,0
1494,42,42,0
1495,42,42,0
1496,42,42,0
1497,42,42,0
1498,42,42,0
1499,42,42,0
1500,42,42,0
1501,42,42,0
1502,42,42,0
1503,42,42,0
1504,42,42,0
1505,42,42,0
1506,42,42,0
1507,42,42,0
1508,42,42,0
1509,42,42,0
1510,42,42,0
1511,42,42,0
1512,42,42,0
1513,42,42,0
1514,42,42,0
1515,42,42,0
1516,42,42,0
1517,42,42,0
1518,42,42,0
1519,42,42,0
1520,42,42,0
1521,42,42,0
1522,42,42,0
1523,42,42,0
1524,42,42,0
1525,42,42,0
1526,42,42,0
1527,42,42,0
1528,42,42,0
1529,42,42,0
1530,42,42,0
1531,42,42,0
1532,42,42,0
1533,42,42,0
1534,42,42,0
1535,42,42,0
1536,42,42,0
1537,42,42,0
1538,42,42,0
1539,42,42,0
1540,42,42,0
1541,42,42,0
1542,42,42,0
1543,42,42,0
1544,42,42,0
1545,42,42,0
1546,42,42,0
1547,42,42,0
1548,42,42,0
1549,42,42,0
1550,42,42,0
1551,42,42,0
