frame,points,total,diff
1194,0,34,34
1195,0,26,26
1196,5,13,8
1197,5,18,13
1198,46,49,3
1199,48,49,1
1200,46,49,3
1201,48,49,1
1202,48,49,1
1203,48,49,1
1204,47,49,2
1205,2,49,47
1206,0,27,27
1207,0,7,7
1208,0,13,13
1209,12,41,29
1210,45,49,4
1211,42,49,7
1212,48,49,1
1213,45,49,4
1214,45,49,4
1215,45,49,4
1216,45,49,4
1217,43,49,6
1218,45,49,4
1219,1,49,48
1220,0,29,29
1221,0,4,4
1222,0,9,9
1223,1,27,26
1224,43,44,1
1225,43,44,1
1226,40,44,4
1227,42,44,2
1228,41,44,3
1229,41,44,3
1230,41,44,3
1231,42,44,2
1232,40,44,4
1233,0,44,44
1234,0,6,6
1235,0,22,22
1236,3,30,27
1237,43,50,7
1238,49,50,1
1239,50,50,0
1240,48,50,2
1241,49,50,1
1242,48,50,2
1243,48,50,2
1244,48,50,2
1245,49,50,1
1246,0,50,50
1247,0,8,8
1248,0,15,15
1249,1,9,8
1250,41,43,2
1251,41,43,2
1252,40,43,3
1253,41,43,2
1254,40,43,3
1255,40,43,3
1256,40,43,3
1257,40,43,3
1258,0,43,43
1259,0,11,11
1260,0,12,12
1261,2,5,3
1262,17,21,4
1263,16,21,5
1264,17,21,4
1265,16,21,5
1266,16,21,5
1267,16,21,5
1268,16,21,5
1269,16,21,5
1270,16,21,5
1271,16,21,5
1272,10,21,11
1273,0,21,21
1274,1,5,4
1275,0,6,6
1276,18,23,5
1277,19,23,4
1278,19,23,4
1279,19,23,4
1280,19,23,4
1281,19,23,4
1282,19,23,4
1283,19,23,4
1284,19,23,4
1285,19,23,4
1286,19,23,4
1287,19,23,4
1288,19,23,4
1289,0,23,23
1290,0,12,12
1291,1,21,20
1292,39,46,7
1293,35,46,11
1294,35,46,11
1295,33,46,13
1296,33,46,13
1297,32,46,14
1298,32,46,14
1299,30,46,16
1300,30,46,16
1301,31,46,15
1302,33,46,13
1303,31,46,15
1304,32,46,14
1305,31,46,15
1306,32,46,14
1307,30,46,16
1308,32,46,14
1309,32,46,14
1310,31,46,15
1311,30,46,16
1312,31,46,15
1313,0,46,46
1314,0,11,11
1315,0,24,24
1316,1,34,33
1317,49,51,2
1318,47,51,4
1319,47,51,4
1320,48,51,3
1321,47,51,4
1322,48,51,3
1323,47,51,4
1324,47,51,4
1325,2,51,49
1326,0,39,39
1327,0,9,9
1328,3,14,11
1329,50,52,2
1330,48,52,4
1331,49,52,3
1332,50,52,2
1333,50,52,2
1334,50,52,2
1335,50,52,2
1336,50,52,2
1337,50,52,2
1338,49,52,3
1339,8,52,44
1340,0,40,40
1341,0,7,7
1342,0,8,8
1343,8,23,15
1344,49,50,1
1345,49,50,1
1346,49,50,1
1347,49,50,1
1348,49,50,1
1349,49,50,1
1350,49,50,1
1351,49,50,1
1352,49,50,1
1353,49,50,1
1354,49,50,1
1355,0,50,50
1356,0,15,15
1357,0,31,31
1358,13,48,35
1359,50,50,0
1360,50,50,0
1361,49,50,1
1362,49,50,1
1363,49,50,1
1364,49,50,1
1365,49,50,1
1366,50,50,0
1367,49,50,1
1368,49,50,1
1369,0,50,50
1370,0,20,20
1371,1,29,28
1372,45,49,4
1373,41,49,8
1374,42,49,7
1375,41,49,8
1376,39,49,10
1377,42,49,7
1378,40,49,9
1379,40,49,9
1380,41,49,8
1381,40,49,9
1382,11,49,38
1383,0,46,46
1384,0,8,8
1385,1,17,16
1386,38,43,5
1387,38,43,5
1388,38,43,5
1389,38,43,5
1390,38,43,5
1391,38,43,5
1392,38,43,5
1393,38,43,5
1394,38,43,5
1395,38,43,5
1396,0,43,43
1397,0,8,8
1398,0,14,14
1399,0,14,14
1400,38,44,6
1401,41,44,3
1402,41,44,3
1403,41,44,3
1404,41,44,3
1405,41,44,3
1406,40,44,4
1407,41,44,3
1408,41,44,3
1409,41,44,3
1410,41,44,3
1411,41,44,3
1412,0,44,44
1413,0,15,15
1414,3,11,8
1415,43,45,2
1416,43,45,2
1417,43,45,2
1418,43,45,2
1419,43,45,2
1420,43,45,2
1421,43,45,2
1422,43,45,2
1423,42,45,3
1424,42,45,3
1425,0,45,45
1426,0,6,6
1427,0,6,6
1428,14,19,5
1429,14,19,5
1430,14,19,5
1431,14,19,5
1432,14,19,5
1433,14,19,5
1434,14,19,5
1435,14,19,5
1436,14,19,5
1437,14,19,5
1438,14,19,5
1439,0,19,19
1440,0,20,20
1441,13,23,10
1442,13,23,10
1443,13,23,10
1444,13,23,10
1445,13,23,10
1446,13,23,10
1447,13,23,10
1448,13,23,10
1449,13,23,10
1450,13,23,10
1451,0,23,23
1452,0,18,18
1453,2,18,16
1454,31,36,5
1455,30,36,6
1456,30,36,6
1457,30,36,6
1458,30,36,6
1459,31,36,5
1460,31,36,5
1461,30,36,6
1462,30,36,6
1463,29,36,7
1464,0,36,36
1465,0,29,29
1466,2,38,36
1467,45,49,4
1468,44,49,5
1469,45,49,4
1470,44,49,5
1471,45,49,4
1472,44,49,5
1473,44,49,5
1474,44,49,5
1475,45,49,4
1476,45,49,4
1477,2,49,47
1478,0,36,36
1479,0,14,14
1480,0,11,11
1481,2,19,17
1482,41,44,3
1483,41,44,3
1484,41,44,3
1485,41,44,3
1486,41,44,3
1487,41,44,3
1488,41,44,3
1489,41,44,3
1490,41,44,3
1491,41,44,3
1492,41,44,3
1493,41,44,3
1494,41,44,3
1495,41,44,3
1496,41,44,3
1497,41,44,3
1498,41,44,3
1499,41,44,3
1500,41,44,3
1501,41,44,3
1502,41,44,3
1503,41,44,3
1504,41,44,3
1505,41,44,3
1506,41,44,3
1507,41,44,3
1508,41,44,3
1509,41,44,3
1510,41,44,3
1511,41,44,3
1512,41,44,3
1513,41,44,3
1514,41,44,3
1515,41,44,3
1516,0,44,44
1517,0,11,11
1518,0,6,6
1519,0,5,5
1520,3,21,18
1521,39,43,4
1522,36,43,7
1523,37,43,6
1524,39,43,4
1525,39,43,4
1526,38,43,5
1527,37,43,6
1528,39,43,4
1529,0,43,43
1530,0,18,18
1531,0,18,18
1532,0,38,38
1533,40,50,10
1534,33,50,17
1535,36,50,14
1536,40,50,10
